name,cardImage_url,mana,text,class,type,attack,health,series,introduction
魚人隊長,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cb6432537cc744367ee125dcbbec30c406f88b4897ab101fffce3cac58ca50f4.png,3,你的其他魚人獲得 +2攻擊力,12,1,3,3,classic,魚人一直叫同樣的聲音不累嗎？並不會！姆拉嘎啦啦嘎嘎！
帝王眼鏡蛇,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc4fce83a1e7e1de9a4f157fb8b08100a044476d3a71efce7c174e08126832ea.png,3,致命劇毒,12,1,2,3,classic,休拉薩盆地有許多可怕的生物。如果你要去度假，記得帶殺蟲劑。最好再穿上鎧甲。
受傷的大劍師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/657cf7d142c0d1b973bedabde89297fe050c0899a93dc83407504d7311d7cdff.png,3,戰吼：對他自己造成4點傷害,12,1,4,7,classic,他宣稱那是在戰爭中受到的舊傷，但我們認為那只是刮鬍子時不小心刮傷的。
盛怒的狼人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/facd0b56b650a43baf9e6acca761d1b50146bd22b86f2505fd707fff4c0d8870.png,3,受傷時+1攻擊力 及風怒,12,1,3,3,classic,如果他已經在盛怒中，等他被削弱就好了。
陶土議會先知,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0a3f5a07421f0cf8e09bf9ff3bec920569b6a8825a4fe2fc3cc551f9cec35ee.png,3,戰吼：恢復 3點生命值,12,1,3,3,classic,忙著看未來的發展，導致他一直沒注意到現在發生的事。嗯…是什麼燒起來了？
警報機器人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2babd885defd51bb4aee599e66225e65667c4121ab8ec4b4da4920134e8cab7c.png,3,在你的回合開始時，與你手中的一個隨機手下交換,12,1,0,3,classic,警告。警告。警告。
苦痛侍僧,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e75f66f4b0d91f82e89e3a1cc6a02f8b974b0293859bb38d2cdbdb224aee2e29.png,3,每當此手下受到傷害，抽一張牌,12,1,1,3,classic,他年輕時本來是想要受訓成為快樂侍僧，但是後來的發展並不如他原本的預期。
穆克拉,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91283e94867e5be35863df23298549cc66402c2d162def7f5e934352a2d2f768.png,3,戰吼：給對手2根香蕉,12,1,5,5,classic,穆克拉在哈圭羅島上遊盪，尋找他的真愛。
亮翼,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2eb5e212de2cde5d87a0975a1f2f7d5bfbd5e11ded5e34cc809f644ebc708201.png,3,戰吼：放一張隨機 傳說手下到你的手中,12,1,3,2,classic,不光是貌似忠良的男人不能相信，連貌似無害的精靈龍也不能相信。
銀月看守者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/11574f07bad0ca324d51fae1e4157f269c3cbbc42d39a06a0fb379bc7e243c63.png,4,聖盾術,12,1,3,3,classic,他們第一次嘗試在銀月城抵抗天譴軍團的結果實在不怎麼理想…
老邁的釀酒大師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cdc8c9c2f8d843ba73c1d051475a2a488e724e9940256ac876af47aa842adf13.png,4,戰吼：使一個友方手下從戰場返回你手中,12,1,5,4,classic,大部分的熊貓人會說他釀的酒嘗起來像犛牛。不過這顯然是種讚美。
黑鐵矮人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6575c2787e7ee591209cec07dce5a66a8ecc9bc42b56c91d22315d2da898ad30.png,4,戰吼：本回合賦予一個手下+2攻擊力,12,1,4,4,classic,黑鐵礦的守護者。考慮到熔煉地點的話，黑鐵礦應該是最煩人的礦石了。
魔古山看守者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d690d45c774ebca0285b9f63fc6336a2de8105ca95347a784fe4bc87029b3e19.png,4,嘲諷,12,1,1,7,classic,這些傢伙成天只會說雷王這樣雷王那樣。無聊死了！
破法者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f05023594c67e3b09706b56f2a54e6e7ed66735004a9bee1dca760d7c1b3a121.png,4,戰吼：沉默一個手下,12,1,4,3,classic,破法者能夠將施法者身上的附魔取下來。此過程無痛，可在門診時完成。
阿古斯防衛者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a457626d994e12acf9c355b5c2e1a6c44625bf4927471ec74613036cacc888b4.png,4,戰吼：賦予兩側的手下+1/+1及嘲諷,12,1,2,3,classic,你可能會覺得阿古斯並不需要這麼多的保護。其實它需要。
教派宗師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c73c884876ece11e5335b8a7f585467244fdd072497c097c9a75c826dc3ba2bd.png,4,在友方手下死亡後，抽一張牌,12,1,4,2,classic,雖然她是個邪惡的教派宗師，但她還是會每個星期固定和父母聯絡。
驚懼海盜,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d071b00250141e7397e3c268cb6bd846141b2876637bfc59470b1cf4cd893b4.png,4,嘲諷。你的每點 武器攻擊力使其消耗減少(1),12,1,3,3,classic,「殺啊啊啊」其實是海盜語中「先生，您好」的意思。
老邁的法師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49f53532a236e1ee795c8332fe67bfcffdc9a764d50652730c53c25770c22195.png,4,戰吼：賦予兩側的手下法術傷害+1,12,1,2,5,classic,有時候他會忘記自己在幹嘛，然後闖進別人的戰鬥中。
紫羅蘭教師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b96916edd6e9e2a8ae219af7efa32965800bb3fb70dc6d37e188efc02c096d09.png,4,每當你施放法術，召喚一個1/1紫羅蘭學徒,12,1,3,5,classic,如果你不專心，你可能會被變成豬。然後名字會被記在黑板上。
暮光飛龍,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d4b88e435b16d51c255eca86a03c733d58b9db5fdf34851598c3278fe0bd962.png,4,戰吼：你的每張手牌使其獲得+1生命值,12,1,4,1,classic,暮光飛龍是靠秘法能量為食。還有玉米餅。
軍情七處滲透者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7eaf6c9ec6fddabf22256e5c9fc142582cfd7e9e5aca80a937d4530dc1a341d7.png,4,戰吼：摧毀一個隨機敵方秘密,12,1,5,4,classic,「她要摧毀什麼？」 「秘密！」
惡毒的鐵匠,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2735a9ac9db877a56b293279f852516b39cb7224f5d219a41ec3d9ee852f472a.png,5,受傷時使你的武器 +2攻擊力,12,1,4,6,classic,她願意幫你打造一把好劍，但是你必須先收集好5塊魔鋼錠、3顆大地微粒，以及她上一位顧客的頭皮。
荊棘谷猛虎,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2279e8d1a2e923fdda6aa73b19f665aac1b322da97b5abd693e3965cada23ebf.png,5,潛行,12,1,5,5,classic,老虎最棒的地方就是牠們棒透了！
白銀之手騎士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a5c8082e5182f654ce8c6ed834765733bc695a789735dec1cad6d6b7200e8d3.png,5,戰吼：召喚一個 2/2侍從,12,1,4,4,classic,當騎士還不賴。當騎士的侍從就差很多了。
憎惡體,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c945cf0d56f9675df66283e5504fca38e478969fcdad9bb3a6c4d1c645122c44.png,5,嘲諷。死亡之聲：對全部角色造成2點傷害,12,1,4,4,classic,憎惡體喜歡新鮮的肉，跟在海灘上散步。
綠皮船長,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/854d9277ecad8ea7afa6a18dc7b66f3665b210d8a5ae6aff60a7cf194252c6f2.png,5,戰吼：賦予你的武器+1/+1,12,1,5,4,classic,要不是那些圍觀的臭小孩，他差點就成功把一艘部落大戰艦開進暴風港！
無面操縱者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc4e08eb5a850b821d99553e8b9fad204d036479453157359891901f2a73bb93.png,5,戰吼：選擇一個手下並成為它的分身,12,1,3,3,classic,無面者是尤格薩倫的僕人，它們以恐懼為食。現在它們正在吞食你害怕不小心把好牌全分解掉的恐懼。
炸雞勇者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a3819652e027f128438371d7edba826ca22e9aa03b191afb559969fb6dec96b.png,5,衝鋒。戰吼：替對手召喚兩隻1/1幼龍,12,1,6,2,classic,至少他有憤怒的炸雞可以吃。
沼地蠕行者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6115f6921dcce1bd0f2086442066bad8f19c8a6cc0ad06a80717565c2b79d795.png,5,嘲諷,12,1,3,6,classic,原本牠叫沼澤獸，但是那會害人搞混，因為牠並不算野獸。結果呢，嘿，牠就有了新名字！
哈里遜‧瓊斯,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0077938b858eaa3388db0df79c5c9458514f934e3f27ac71f8600a1bdd444d7d.png,5,戰吼：摧毀對手 的武器並抽等同其 耐久度的牌,12,1,5,4,classic,「那件文物應該被放到探險者大廳！」
風險投資公司雇傭兵,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e442694db56e4b0f44191ec23fab9ec608fb2b4964f0ab8be07830aa984834e.png,5,你手下的消耗增加(3),12,1,7,6,classic,工作多多益善。錢也多多益善。
奔竄的科多獸,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b75f44a1ff1d05c8df37db336bedc262b6f4eb31f4b7b04ebe2e8486d774eb91.png,5,戰吼：摧毀一個 攻擊力2點以下的隨機敵方手下,12,1,3,5,classic,這隻科多獸十分巨大，大到他可以獨自達成奔竄。
王牌獵人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da16a0f560a787b117696cfd9c5a341b486f646492df7523ac11700b47376231.png,5,戰吼：摧毀一個攻擊力7點以上的手下,12,1,4,2,classic,魔暴龍已經引不起他的興趣了。再沒多久，他就會開始嘗試用鈍掉的克羅之刃抓捕奧妮克希亞。
銀白指揮官,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4bc0b5418785f8255da9c7a8b47a59fc2764d4577038ad38cc23695624332fd.png,6,衝鋒 聖盾術,12,1,4,2,classic,銀色黎明對於天譴軍團的動向十分關切，對在咖啡廳插隊的人也非常關切。
凱恩‧血蹄,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4b4a0777f6feed7f022b1b9b3b786800c7e0651b96842d0501d16e1cb0d6c52.png,6,死亡之聲：召喚 一個4/5貝恩‧血蹄,12,1,4,5,classic,凱恩是被卡爾洛斯殺死的。所以呢，別把他放進戰士的套牌，那樣太不考慮他的心情了。
伊露恩的女祭司,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6fb23d515d349a444a9d3170ef1a9a3ff3eb332ae0473f59c0929a91f2ba308.png,6,戰吼：使你的英雄 恢復 4點生命值,12,1,5,4,classic,如果她說要代替月亮來「懲罰」你，別做太多的聯想。
冰霜元素,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eafe772ea3b8992b6b97a1053032e9c47ffffc4cdb7778408936658c4e55e8b0.png,6,戰吼：凍結一個角色,12,1,5,5,classic,這是水元素跟冰元素愛的結晶…
伊利丹‧怒風,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bfef5ae1213f6c6287280ccfc12ab1bf75567f4169dbbd606ac3f631d985d3de.png,6,每當你出牌，召喚 一個2/1埃辛諾斯火焰,12,1,7,5,classic,"伊利丹的哥哥瑪法里恩把他關在海加爾底下10,000年。怒風家族對於舊怨一向記得很清楚。"
風怒鷹身人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4ded5fb629cfca4c25da00686130263157c7a33fa0910e4894846162fbc0b8c.png,6,風怒,12,1,4,5,classic,鷹身人的叫聲聽起來不是很令人愉快。這是我最客氣的說法了。
霍格,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/beb1c725a90fbd9ef070537d7c5529245041921d5db6b8084678f6db7d5e7e91.png,6,在你的回合結束時，召喚一個有嘲諷的2/2豺狼人,12,1,4,4,classic,霍格非常強。如果你殺死他，那是因為他讓你殺他。
日行者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/431c9d1cc617184fd0d6c88d561f65e10ae45ffc2cac3b56c34e0d2f82839531.png,6,嘲諷 聖盾術,12,1,4,5,classic,別緊張！她並沒有真的在太陽上面行走，只是經常在大太陽底下散步而已。
加基森拍賣師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/856a05044d99a65ab7c7d883fddc70c7ae191dcb81be41fa9eb6af0af5c68792.png,6,每當你施放法術，抽一張牌,12,1,4,4,classic,他原本在經營黑市的拍賣場，後來暴力問題實在太嚴重，他只好搬家。
比斯巨獸,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5459fe7d4b2c6d2ecfbccb6f6d37d7c73a0b157703759a271c4aaff283f4deb3.png,6,死亡之聲：為對手召喚一個3/3芬克‧恩霍爾,12,1,9,7,classic,他住在黑石山裡。他吃地精。關於他的介紹差不多就這樣。
黑騎士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f22376e2b4cf19d56165333134ca5e3aa0d16aa406925a1155984b20f31c868.png,6,戰吼：摧毀一個有嘲諷的敵方手下,12,1,4,5,classic,巫妖王派他去擾亂銀白聯賽。我們可以說他做得相當失敗。
拉文霍德刺客,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7800ba3b37657bb16b58c75c40a3d94cb8192ee387b898c9fee15521cefcd936.png,7,潛行,12,1,7,5,classic,"只要寄給他一個包裹，內含10,000金幣跟一個名字，他就會幫你搞定。"
迦頓男爵,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c5dca97f724794e02af769e2e86ded138b59719fb7500ae8034638ddb10547f1.png,7,在你的回合結束時，對全部其他角色造成2點傷害,12,1,7,5,classic,迦頓男爵曾是拉格納羅斯手下的首席軍官，直到他惹火了救火的人。
貧瘠之地獸欄幫手,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcb9b38608c016f27021c66f4f7c8c30c414bcd3a6e380bf54d7f8659adaaa9a.png,7,戰吼：隨機召喚一個野獸,12,1,4,4,classic,他一定叫不出胡佛。
高階審判官懷特邁恩,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2400a2c003418fbbe89c80b0777d005454637c0f0cbdc9b70c35e7140b15cd22.png,7,戰吼：召喚本回合死亡的全部友方手下,12,1,6,8,classic,她不知道勇士們其實都很累，都要起不來了。
戈魯爾,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d53395920f46ad551284604361f3f1994bb1e66afdbe80dd4973234f16aba8c.png,8,在每個回合結束時獲得+1/+1,12,1,7,7,classic,他是『弒龍者』戈魯爾。其實他只是想要抱抱那些龍，並沒有真的想…
秘法吞噬者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e0bafbf8f7802362a1d09aafd567940172948840a0b2577acadab47624fc3f3.png,8,每當你施放法術，獲得+2/+2,12,1,5,5,classic,加一點點鹽，更能帶出秘法的甜味。
奧妮克希亞,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/59267cb93eb66c82e63bb4ae773f30b0985bb9b69aa3358bc938e0b409524234.png,9,戰吼：召喚1/1幼龍直到你戰場的位置全滿,12,1,8,8,classic,奧妮克希亞化身為卡特拉娜‧普瑞斯托女士，暗中操控暴風城朝政好長一段時間。只是，她巨大的翅膀跟鱗片應該會很容易洩漏她的真實身分才對的…
諾茲多姆,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41e1cc6c3396f6131f0462981af346287df429e7bc3ff1374fc4117e8554cd38.png,9,雙方玩家每回合只剩15秒思考時間,12,1,8,8,classic,寫說明文字的時間到了。
瑪里苟斯,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/482b20ecfc7e906d9f7d139f4abb6d514a2642ab8c47b930c189a56d49c498e3.png,9,法術傷害+5,12,1,4,12,classic,瑪里苟斯非常討厭凡人使用魔法。他會瘋狂暴怒！
雅立史卓莎,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cfef88d9676af687db47b475a77706a390a4cd79d5fdc5eb348a4639219d1727.png,9,戰吼：將一個英雄剩餘的生命值改為15點,12,1,8,8,classic,『生命守縛者』雅立史卓莎替所有人帶來生命與希望。除了死亡之翼。還有瑪里苟斯。還有耐克魯斯。
伊瑟拉,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03d4bb841093648bd02442c5b7deaf26031d67778ed996532a0c06945cf15e92.png,9,在你的回合結束時，放一張夢境卡到你的手中,12,1,4,12,classic,伊瑟拉統治著翡翠夢境，一個像是真實世界的綠色鏡像版本之類的世界。
海巨人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b813a95d5cd29e06616425180af1a5ce49eab70ad55f89eaf06e453639a953be.png,10,場上每個其他手下使消耗減少(1),12,1,8,8,classic,嗨！巨人！
死亡之翼,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56746e362d6e8c4214ca58ca62f0a1dda2533039dc0eb8a70ecc653402e6abaa.png,10,戰吼：摧毀全部其他手下並捨棄你的全部手牌,12,1,12,12,classic,原名叫奈薩里奧的死亡之翼原本是一頭高貴的龍，直到他失去理性並撕裂艾澤拉斯，最後還被擊殺。難道是因為單親問題嗎？
山嶺巨人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4136fd0c5060798f530f587ed2c2b7fcd44d9d3338691688ee9f38250d99dd8b.png,12,你手中每張其他卡牌使消耗減少(1),12,1,8,8,classic,他媽媽跟他說，他只是骨架大而已。
